QuestionID,Question,SentenceID,Sentence,Label
Q1624,What did native americans  do all day,S1624,The first European Americans to encounter the western interior tribes were generally fur traders and trappers.,0
Q1625,What did native americans  do all day,S1625,There were also Jesuit missionaries active in the Northern Tier.,0
Q1626,What did native americans  do all day,S1626,"As United States expansion reached into the American West , settler and miner migrants came into increasing conflict with the Great Basin , Great Plains , and other Western tribes.",0
Q1627,What did native americans  do all day,S1627,These were complex nomadic cultures based on horse culture and seasonal bison hunting.,0
Q1628,What did native americans  do all day,S1628,"They carried out strong resistance to United States incursions in the decades after the American Civil War , in a series of Indian Wars , which were frequent up until the 1890s, but continued into the 20th century.",0
Q1629,What did native americans  do all day,S1629,The transcontinental railroad brought more non-Natives into tribal land in the west.,0
Q1630,What did native americans  do all day,S1630,"Over time, the U.S. forced a series of treaties and land cessions by the tribes, and established reservations for them in many western states.",0
Q1631,What did native americans  do all day,S1631,"U.S. agents encouraged Native Americans to adopt European-style farming and similar pursuits, but European-American agricultural technology of the time was inadequate for often dry reservation lands.",0
Q1632,What did native americans  do all day,S1632,"In 1924, Native Americans who were not already U.S. citizens were granted citizenship by Congress .",0
Q1633,What did native americans  do all day,S1633,"Contemporary Native Americans have a unique relationship with the United States because they may be members of nations, tribes, or bands with sovereignty and treaty rights .",0
Q1634,what countries are in central america?,S1634,Central America () is the central geographic region of the Americas .,0
Q1635,what countries are in central america?,S1635,"It is the southernmost, isthmian portion of the North American continent , which connects with South America on the southeast.",0
Q1636,what countries are in central america?,S1636,"When considered part of the unified continental model , it is considered a subcontinent .",0
Q1637,what countries are in central america?,S1637,"Central America consists of seven countries: Belize , Costa Rica , El Salvador , Guatemala , Honduras , Nicaragua , and Panama .",1
Q1638,what countries are in central america?,S1638,"Central America is part of the Mesoamerican biodiversity hotspot , which extends from northern Guatemala through central Panama.",0
Q1639,what countries are in central america?,S1639,"It is bordered by Mexico to the north, the Caribbean Sea to the east, the North Pacific Ocean to the west, and Colombia to the south-east.",0
Q1640,what countries are in central america?,S1640,"Central America is an area of , or almost 0.1% of the Earth's surface.",0
Q1641,what countries are in central america?,S1641,"As of 2009, its population was estimated at 41,739,000.",0
Q1642,what countries are in central america?,S1642,It has a density of 77 people per square kilometer.,0
Q1643,how did scrubs end,S1643,"Scrubs is an American medical comedy-drama television series created by Bill Lawrence that aired from October 2, 2001 to March 17, 2010 on NBC and later ABC .",0
Q1644,how did scrubs end,S1644,The series follows the lives of employees at the fictional Sacred Heart teaching hospital .,0
Q1645,how did scrubs end,S1645,"The title is a play on surgical scrubs and a term for a low-ranking person because at the beginning of the series, most of the main characters were medical interns .",0
Q1646,how did scrubs end,S1646,"The series features fast-paced screenplay, slapstick , and surreal vignettes presented mostly as the daydreams of the central character, Dr. John ""J.D.""",0
Q1647,how did scrubs end,S1647,"Dorian , who is played by Zach Braff .",0
Q1648,how did scrubs end,S1648,"Actors starring alongside Braff in the first eight seasons included Sarah Chalke , Donald Faison , Neil Flynn , Ken Jenkins , John C. McGinley and Judy Reyes .",0
Q1649,how did scrubs end,S1649,"The series has also featured multiple guest appearances by film actors, such as Brendan Fraser , Heather Graham , and Colin Farrell .",0
Q1650,how did scrubs end,S1650,"In the ninth season , many new cast members were introduced and the show setting moved from a hospital to a medical school.",0
Q1651,how did scrubs end,S1651,"Out of the original cast, only Braff, Faison and McGinley became regular cast members, while the others with the exception of Reyes, made guest appearances.",0
Q1652,how did scrubs end,S1652,Braff appeared in six episodes of the ninth season before departing.,0
Q1653,how did scrubs end,S1653,"Kerry Bishé , Eliza Coupe , Dave Franco and Michael Mosley became series regulars with Bishé becoming the show's new narrator.",0
Q1654,how did scrubs end,S1654,"Scrubs premiered on October 2, 2001 on NBC .",0
Q1655,how did scrubs end,S1655,The series received a Peabody Award in 2006 .,0
Q1656,how did scrubs end,S1656,"During the seventh season , NBC announced that it would not renew the show.",0
Q1657,how did scrubs end,S1657,"Shortly after the seventh season finale, ABC announced it had picked up the eighth season of the series, which began January 6, 2009.",0
Q1658,how did scrubs end,S1658,"The ninth season premiered on December 1, 2009.",0
Q1659,how did scrubs end,S1659,"On May 14, 2010, ABC announced it had officially canceled Scrubs.",0
Q1660,how does a steam engine work,S1660,"An 1817 Boulton & Watt beam blowing engine , used in Netherton at the ironworks of M W Grazebrook.",0
Q1661,how does a steam engine work,S1661,"Re-erected on the A38(M) in Birmingham, UK",0
Q1662,how does a steam engine work,S1662,A steam engine is a heat engine that performs mechanical work using steam as its working fluid .,1
Q1663,how does a steam engine work,S1663,"Using boiling water to produce mechanical motion goes back about 2,000 years, but early devices were not practical.",0
Q1664,how does a steam engine work,S1664,Since the late 1700s steam engines have become a major source of mechanical power.,0
Q1665,how does a steam engine work,S1665,The first applications were removing water from mines.,0
Q1666,how does a steam engine work,S1666,In 1781 James Watt patented a steam engine that produced continuous rotative motion.,0
Q1667,how does a steam engine work,S1667,These 10 hp engines enabled a wide range of manufacturing machinery to be powered.,0
Q1668,how does a steam engine work,S1668,The engines could be sited anywhere that water and coal or wood fuel could be obtained.,0
Q1669,how does a steam engine work,S1669,"By 1883, engines that could provide 10,000 hp had become feasible.",0
Q1670,how does a steam engine work,S1670,Steam engines could also be applied to vehicles such as traction engines and the railway locomotives which are commonly just called steam engines outside America.,0
Q1671,how does a steam engine work,S1671,"The stationary steam engine was a key component of the Industrial Revolution , allowing factories to locate where water power was unavailable.",0
Q1672,how does a steam engine work,S1672,Today steam turbines generate about 90% of the electric power in the United States using a variety of heat sources.,0
Q1673,how does a steam engine work,S1673,"Steam engines are external combustion engines , where the working fluid is separate from the combustion products.",1
Q1674,how does a steam engine work,S1674,"Non-combustion heat sources such as solar power , nuclear power or geothermal energy may be used.",0
Q1675,how does a steam engine work,S1675,The ideal thermodynamic cycle used to analyze this process is called the Rankine cycle .,0
Q1676,how does a steam engine work,S1676,"In the cycle, water is heated into steam in a boiler until it reaches a high pressure.",0
Q1677,how does a steam engine work,S1677,"When expanded through pistons or turbines, mechanical work is done.",0
Q1678,how does a steam engine work,S1678,The reduced-pressure steam is then condensed and pumped back into the boiler.,0
Q1679,how does a steam engine work,S1679,"In general usage, the term steam engine can refer to either the integrated steam plants (including boilers etc.) such as railway steam locomotives and portable engines , or may refer to the piston or turbine machinery alone, as in the beam engine and stationary steam engine .",0
Q1680,how does a steam engine work,S1680,Specialized devices such as steam hammers and steam pile drivers are dependent on steam supplied from a separate boiler .,0
Q1681,how does a steam engine work,S1681,"A mill engine from Stott Park Bobbin Mill , Cumbria, England",0
Q1682,how does a steam engine work,S1682,A steam locomotive in Germany .This class of engine was built in 1942 – 1950 and operated commercially until 1988.,0
Q1683,what key is ludacris move bitch in?,S1683,"Move Bitch (edited version titled ""Move B***h"" or simply ""Move"") is the third official single from rapper Ludacris ' album Word of Mouf .",0
Q1684,what key is ludacris move bitch in?,S1684,The single features Mystikal and I-20 .,0
Q1685,what key is ludacris move bitch in?,S1685,"The single reached #10 on the Billboard Hot 100 making it Ludacris's first top ten hit on the chart, it also reached #3 on Hot Rap Tracks and #3 on Hot R&B/Hip-Hop Singles & Tracks .",0
Q1686,what key is ludacris move bitch in?,S1686,"Puerto Rican reggaeton duo Maicol & Manuel sampled the song on ""Hoy Me Levanté"" on their 2002 release Yakaleo .",0
Q1687,what key is ludacris move bitch in?,S1687,"The song is also featured in episode 2, Series One of British teen comedy/drama Skins .",0
Q1688,what key is ludacris move bitch in?,S1688,The song was also used by World Wrestling Entertainment superstar Montel Vontavious Porter during his short stint in Ring of Honor .,0
Q1689,what key is ludacris move bitch in?,S1689,It was also used for April Hunter in various Independent circuits .,0
Q1690,what key is ludacris move bitch in?,S1690,"It was featured in the movie ATL starring T.I. , and ' Hancock ,' although in the latter, the clean version was used.",0
Q1691,what key is ludacris move bitch in?,S1691,"A snippet of the song is played during traffic reports on many radio stations, usually carrying an urban/hip-hop format.",0
Q1692,what key is ludacris move bitch in?,S1692,Retired NBA star and now ESPN analyst Jalen Rose is featured in the music video.,0
Q1693,what key is ludacris move bitch in?,S1693,"The song has been covered by rock band Start Trouble, on their album Every Solution Has Its Problem.",0
Q1694,what key is ludacris move bitch in?,S1694,It was featured on British sitcom The Inbetweeners when the characters Jay and Neil took Will on a 'pussy patrol' in Jay's red Nissan Micra .,0
Q1695,what key is ludacris move bitch in?,S1695,"It was sampled by Girl Talk on the first track of his album All Day , ""Oh No"".",0
Q1696,what happens to queen elizabeth's old dresses,S1696,"Elizabeth II (Elizabeth Alexandra Mary; born 21 April 1926) is the constitutional monarch of 16 sovereign states , known as the Commonwealth realms , and their territories and dependencies, and head of the 54-member Commonwealth of Nations .",0
Q1697,what happens to queen elizabeth's old dresses,S1697,"She is Supreme Governor of the Church of England and, in some of her realms, carries the title of Defender of the Faith as part of her full title.",0
Q1698,what happens to queen elizabeth's old dresses,S1698,"On her accession on 6 February 1952, Elizabeth became Head of the Commonwealth and queen regnant of seven independent Commonwealth countries: the United Kingdom , Canada , Australia , New Zealand , South Africa , Pakistan and Ceylon .",0
Q1699,what happens to queen elizabeth's old dresses,S1699,"From 1956 to 1992, the number of her realms varied as territories gained independence and some realms became republics.",0
Q1700,what happens to queen elizabeth's old dresses,S1700,"At present, in addition to the first four aforementioned countries, Elizabeth is Queen of Jamaica , Barbados , the Bahamas , Grenada , Papua New Guinea , the Solomon Islands , Tuvalu , Saint Lucia , Saint Vincent and the Grenadines , Belize , Antigua and Barbuda and Saint Kitts and Nevis .",0
Q1701,what happens to queen elizabeth's old dresses,S1701,Her reign of years is currently the second longest for a British monarch ; only Queen Victoria has reigned longer at over 63 years.,0
Q1702,what happens to queen elizabeth's old dresses,S1702,Elizabeth was born in London and educated privately at home.,0
Q1703,what happens to queen elizabeth's old dresses,S1703,"Her father acceded to the throne as George VI in 1936 on the abdication of his brother Edward VIII , from which time she was the heir presumptive .",0
Q1704,what happens to queen elizabeth's old dresses,S1704,"She began to undertake public duties during the Second World War , in which she served in the Auxiliary Territorial Service .",0
Q1705,what happens to queen elizabeth's old dresses,S1705,"In 1947, she married Prince Philip, Duke of Edinburgh , with whom she has four children: Charles , Anne , Andrew , and Edward .",0
Q1706,what happens to queen elizabeth's old dresses,S1706,Her coronation service took place in 1953 and was the first to be televised.,0
Q1707,what happens to queen elizabeth's old dresses,S1707,The Queen's many historic visits and meetings include a state visit to the Republic of Ireland and reciprocal visits to and from the Pope .,0
Q1708,what happens to queen elizabeth's old dresses,S1708,"The Queen has seen major constitutional changes in her realms, such as devolution in the United Kingdom and the patriation of the Canadian constitution.",0
Q1709,what happens to queen elizabeth's old dresses,S1709,"Times of personal significance have included the births and marriages of her children, the births of her grandchildren, the investiture of the Prince of Wales , and the celebration of milestones such as her Silver , Golden , and Diamond Jubilees in 1977, 2002, and 2012, respectively.",0
Q1710,what happens to queen elizabeth's old dresses,S1710,"Major events in the Queen's reign have included the Troubles in Northern Ireland , the Falklands War , wars with Iraq and the War in Afghanistan .",0
Q1711,what happens to queen elizabeth's old dresses,S1711,"There have been times of personal sorrow for her which include the death of her father at 56, the assassination of Prince Philip's uncle, Lord Mountbatten , the breakdown of her children's marriages in 1992 (a year deemed her annus horribilis ), the death in 1997 of her former daughter-in-law, Diana, Princess of Wales , and the deaths of her mother and sister in 2002.",0
Q1712,what happens to queen elizabeth's old dresses,S1712,"The Queen has occasionally faced severe press criticism of the royal family and republican sentiments, but support for the monarchy and her personal popularity remain high.",0
Q1713,how is christianity viewed in australia,S1713,Christianity is the largest religion listed by Australians in the national census .,0
Q1714,how is christianity viewed in australia,S1714,"In the 2011 Census, 61.1% of Australians were listed as Christian .",0
Q1715,how is christianity viewed in australia,S1715,Australia has no official state religion and the Australian Constitution protects freedom of religion .,0
Q1716,how is christianity viewed in australia,S1716,The presence of Christianity in Australia began with the arrival of the First Fleet of British convicts in 1788.,0
Q1717,how is christianity viewed in australia,S1717,The religion grew to account for 96.1% of the national population at the time of the Federation of Australia in 1901.,0
Q1718,how is christianity viewed in australia,S1718,"The Anglican Church of Australia (formerly known as the Church of England in Australia ) remained the largest denomination until 1986, when it was surpassed by the Roman Catholic Church in Australia .",0
Q1719,how is christianity viewed in australia,S1719,Post-war multiculturalism and a decline in religious observance among some sections of the population have diversified the demographics of religion in Australia .,0
Q1720,how is christianity viewed in australia,S1720,"Of the roughly 61% identifying as Christian in 2011, the largest denominations were either Roman Catholic (25%) or Anglican (17%), with the third largest denomination being the 5% affiliated with the Uniting Church in Australia .",0
Q1721,how is christianity viewed in australia,S1721,"Post-war immigration has grown the numbers belonging to churches like the Greek Orthodox Archdiocese of Australia and there are large and growing Pentecostal groups, such as Sydney's Hillsong Church .",0
Q1722,how is christianity viewed in australia,S1722,The festivals of Easter and Christmas are public holidays in Australia.,0
Q1723,how is christianity viewed in australia,S1723,"Around a quarter of students attend church schools and Christian organisations are leading non-government providers of health and welfare services through organisations like Catholic Health Australia , Anglicare , UnitingCare Australia , the Salvation Army and St Vincent de Paul Society .",0
Q1724,how is christianity viewed in australia,S1724,"Historically significant Australian Christians have included Rev Dr John Dunmore Lang , Saint Mary MacKillop , Catherine Helen Spence , Pastor David Unaipon , the Reverend John Flynn and Pastor Sir Doug Nicholls .",0
Q1725,how is christianity viewed in australia,S1725,"High profile contemporary Australian Christians include: Tim Costello Baptist minister and current CEO of World Vision Australia , Frank Brennan , Jesuit human rights lawyer, Cardinal George Pell , Catholic Archbishop of Sydney , Phillip Aspinall the current Anglican Primate and Archbishop of Brisbane , Kevin Rudd , former Labor Prime Minister , and Tony Abbott , leader for the Federal Opposition Liberal Party .",0
Q1726,how many miles is harvard university from yale university?,S1726,"Charter creating Collegiate School, which became Yale College , October 9, 1701",0
Q1727,how many miles is harvard university from yale university?,S1727,"Yale University is a private Ivy League research university located in New Haven , Connecticut .",0
Q1728,how many miles is harvard university from yale university?,S1728,"Founded in 1701 in the Colony of Connecticut , the university is the third-oldest institution of higher education in the United States .",0
Q1729,how many miles is harvard university from yale university?,S1729,"Originally chartered as the ""Collegiate School"", the institution traces its roots to 17th-century clergymen who sought to establish a college to train clergy and political leaders for the colony.",0
Q1730,how many miles is harvard university from yale university?,S1730,"In 1718, the College was renamed ""Yale College"" to honor a gift from Elihu Yale , a governor of the British East India Company .",0
Q1731,how many miles is harvard university from yale university?,S1731,"In 1861, the Graduate School of Arts and Sciences became the first U.S. institution to award the PhD. Yale became a founding member of the Association of American Universities in 1900.",0
Q1732,how many miles is harvard university from yale university?,S1732,"Yale College was transformed, beginning in the 1930s, through the establishment of residential colleges : 12 now exist and two more are planned.",0
Q1733,how many miles is harvard university from yale university?,S1733,"Yale employs over 1,100 faculty to teach and advise about 5,300 undergraduate and 6,100 graduate and professional students .",0
Q1734,how many miles is harvard university from yale university?,S1734,"Almost all tenured professors teach undergraduate courses, more than 2,000 of which are offered annually.",0
Q1735,how many miles is harvard university from yale university?,S1735,"The University's assets include an endowment valued at $19.4 billion , the second-largest of any academic institution in the world.",0
Q1736,how many miles is harvard university from yale university?,S1736,Yale's system of more than two dozen libraries holds 12.5 million volumes.,0
Q1737,how many miles is harvard university from yale university?,S1737,"49 Nobel Laureates have been affiliated with the University as students, faculty, and staff.",0
Q1738,how many miles is harvard university from yale university?,S1738,"Yale has produced many notable alumni , including five U.S. Presidents , 19 U.S. Supreme Court Justices , and several foreign heads of state.",0
Q1739,how many miles is harvard university from yale university?,S1739,"At the graduate level, Yale Law School , Yale School of Art , and Yale School of Drama are consistently ranked the top programs in their field.",0
Q1740,how many miles is harvard university from yale university?,S1740,Yale Law School is the most selective law school in the United States.,0
Q1741,how many miles is harvard university from yale university?,S1741,Yale students compete intercollegiately as the Yale Bulldogs in the NCAA Division I Ivy League .,0
Q1742,how many miles is harvard university from yale university?,S1742,The oldest intercollegiate athletic event in the United States is the Yale-Harvard regatta .,0
Q1743,how does sagebrush effect community idaho,S1743,"Artemisia tridentata (""big sagebrush"" or ""sagebrush"") is an aromatic shrub from the family Asteraceae , which grows in arid and semi-arid conditions, throughout a range of cold desert , steppe , and mountain habitats in the Intermountain West of North America .",0
Q1744,how does sagebrush effect community idaho,S1744,"The vernacular name ""sagebrush"" is also used for several related members of the genus Artemisia , such as California Sagebrush (Artemisia californica).",0
Q1745,how does sagebrush effect community idaho,S1745,"Big Sagebrush and other Artemisia species are the dominant plants across large portions of the Great Basin , covering some 422,000 square miles in 11 western U.S. & Canadian states.",0
Q1746,how does sagebrush effect community idaho,S1746,It is the state flower of Nevada .,0
Q1747,how does sagebrush effect community idaho,S1747,"Sagebrush provides food and habitat for a variety of species, such as sage grouse , pronghorn antelope , gray vireo , pygmy rabbit , and mule deer .",0
Q1748,how does sagebrush effect community idaho,S1748,"Big sagebrush was used as an herbal medicine by Native Americans throughout the Intermountain West of North America—especially for preventing infection in wounds, stopping internal bleeding, and treating headaches and colds.",0
Q1749,how does sagebrush effect community idaho,S1749,"Chemically, the active medicinal constituents include camphor , terpenoids , and tannins .",0
Q1750,how does sagebrush effect community idaho,S1750,"Several major threats exist to sage brush ecosystems, including human settlements, conversion to agricultural land, livestock grazing , invasive plant species , wildfires , and climate change .",0
Q1751,how many users on mail.com,S1751,Yahoo! Mail is a free email service offered by the American search engine company Yahoo!,0
Q1752,how many users on mail.com,S1752,"It was launched in 1997, and, according to comScore , Yahoo! Mail is the third-largest web-based email service with 281 million users as of December 2012.",0
Q1753,how many users on mail.com,S1753,"Currently, Yahoo! offers three versions of Yahoo! Mail.",0
Q1754,how many users on mail.com,S1754,"The traditional ""Yahoo! Mail Classic"" continues the availability of the original interface introduced in 1997.",0
Q1755,how many users on mail.com,S1755,"A version introduced in 2005 included a new Ajax interface, drag-and-drop features, improved search functionality, keyboard shortcuts, address auto-complete, tabs, and other updated features.",0
Q1756,how many users on mail.com,S1756,"In October 2010, Yahoo! released a beta version of Yahoo! Mail, which included improvements to the design, performance, search functionality, and Facebook integration.",0
Q1757,how many users on mail.com,S1757,"In May 2011, beta testing for the new version stopped, and it became the default interface for Yahoo! Mail.",0
Q1758,how many users on mail.com,S1758,"In early 2008, Yahoo! began offering unlimited mail storage to its users in response to heated competition in the free web-mail market segment.",0
Q1759,how many users on mail.com,S1759,"On June 27, 2009, Yahoo! Messenger was integrated with Yahoo! Mail.",0
Q1760,what county is tacoma washington in,S1760,"Tacoma (, ) is a mid-sized urban port city and the county seat of Pierce County, Washington , United States.",1
Q1761,what county is tacoma washington in,S1761,"The city is on Washington's Puget Sound , southwest of Seattle , northeast of the state capital, Olympia , and northwest of Mount Rainier National Park .",0
Q1762,what county is tacoma washington in,S1762,"The population was 198,397, according to the 2010 census .",0
Q1763,what county is tacoma washington in,S1763,Tacoma is the second-largest city in the Puget Sound area and the third largest in the state.,0
Q1764,what county is tacoma washington in,S1764,"Tacoma also serves as the center of business activity for the South Sound region, which has a population of around 1 million people.",0
Q1765,what county is tacoma washington in,S1765,"Tacoma adopted its name after the nearby Mount Rainier , originally called Mount Tahoma.",0
Q1766,what county is tacoma washington in,S1766,"It is known as the ""City of Destiny"" because the area was chosen to be the western terminus of the Northern Pacific Railroad in the late 19th century.",0
Q1767,what county is tacoma washington in,S1767,"The decision of the railroad was influenced by Tacoma's neighboring deep-water harbor, Commencement Bay .",0
Q1768,what county is tacoma washington in,S1768,"By connecting the bay with the railroad Tacoma's motto became ""When rails meet sails.""",0
Q1769,what county is tacoma washington in,S1769,"Today Commencement Bay serves the Port of Tacoma , a center of international trade on the Pacific Coast and Washington state's largest port.",0
Q1770,what county is tacoma washington in,S1770,"Like most central cities, Tacoma suffered a prolonged decline in the mid-20th century as a result of suburbanization and divestment.",0
Q1771,what county is tacoma washington in,S1771,"Since the 1990s, developments in the downtown core include the University of Washington Tacoma ; Tacoma Link , the first modern electric light rail service in the state; the state's highest density of art and history museums; and a restored urban waterfront, the Thea Foss Waterway .",0
Q1772,what county is tacoma washington in,S1772,"With a long history of blue-collar labor politics — from the railroad workers of the 19th century, to the longshoremen of the 20th century, to the Labor Ready workers of today — Tacoma has long been known for its rough, gritty image.",0
Q1773,what county is tacoma washington in,S1773,"A song about Tacoma, ""Thrice All American"", by American singer-songwriter and former resident Neko Case , describes it as ""a dusty old jewel in the South Puget Sound / where the factories churn / and the timber's all cut down"".",0
Q1774,what county is tacoma washington in,S1774,Tacoma-Pierce County has been named one of the most livable areas in the country.,0
Q1775,what county is tacoma washington in,S1775,Tacoma was also recently listed as the 19th most walkable city in the country.,0
Q1776,what county is tacoma washington in,S1776,"In contrast, the city is also ranked as the most stressed-out city in the country in a 2004 survey.",0
Q1777,what county is tacoma washington in,S1777,"In 2006, women's magazine Self named Tacoma the ""Most Sexually Healthy City"" in the United States.",0
Q1778,what county is tacoma washington in,S1778,"In 2012, The Advocate gave Tacoma the title of ""Gayest City in America"", in part because of the large diversity of public offices held, and Washington State passing a bill in 2012 allowing LGBT couples to marry.",0
Q1779,what county is tacoma washington in,S1779,Tacoma is famous for the 1940 collapse of the Tacoma Narrows Bridge .,0
Q1780,what county is chula vista ca in,S1780,"Chula Vista (; ) is the second largest city in the San Diego metropolitan area , the seventh largest city in Southern California , the fourteenth largest city in the State of California , and the 77th-largest city in the United States .",0
Q1781,what county is chula vista ca in,S1781,"The population was 243,916 as of the 2010 census.",0
Q1782,what county is chula vista ca in,S1782,"Located just from downtown San Diego and from the Mexican border in the South Bay region of the metropolitan area, the city is at the center of one of the richest economic and culturally diverse zones in the United States.",0
Q1783,what county is chula vista ca in,S1783,Chula Vista is so named because of its scenic location between the San Diego Bay and coastal mountain foothills.,0
Q1784,what county is chula vista ca in,S1784,"Founded in the early 19th century, fast population growth has recently been observed in the city.",0
Q1785,what county is chula vista ca in,S1785,"As the second largest city in San Diego County , Chula Vista has quickly become a destination popular to many tourists.",1
Q1786,what county is chula vista ca in,S1786,"Located in the city is one of America's few year-round United States Olympic Training centers and popular tourist destinations include Cricket Wireless Amphitheater, the Chula Vista marina, and the Chula Vista Nature Center.",0
Q1787,what does metes and bounds mean,S1787,"Metes and bounds is a system or method of describing land, real property (in contrast to personal property) or real estate .",0
Q1788,what does metes and bounds mean,S1788,"The system has been used in England for many centuries, and is still used there in the definition of general boundaries.",0
Q1789,what does metes and bounds mean,S1789,"By custom, it was applied in the original Thirteen Colonies that became the United States , and in many other land jurisdictions based on English common law .",0
Q1790,what does metes and bounds mean,S1790,"Typically the system uses physical features of the local geography , along with directions and distances, to define and describe the boundaries of a parcel of land.",0
Q1791,what does metes and bounds mean,S1791,"The boundaries are described in a running prose style, working around the parcel in sequence, from a point of beginning , returning back to the same point; compare with the oral ritual of beating the bounds .",0
Q1792,what does metes and bounds mean,S1792,"It may include references to other adjoining parcels (and their owners), and it, in turn, could also be referred to in later surveys.",0
Q1793,what does metes and bounds mean,S1793,"At the time the description is compiled, it may have been marked on the ground with permanent monuments placed where there were no suitable natural monuments.",0
Q1794,what does metes and bounds mean,S1794,"The term ""metes"" refers to a boundary defined by the measurement of each straight run, specified by a distance between the terminal points, and an orientation or direction.",0
Q1795,what does metes and bounds mean,S1795,"A direction may be a simple compass bearing, or a precise orientation determined by accurate survey methods.",0
Q1796,what does metes and bounds mean,S1796,"The term ""bounds"" refers to a more general boundary description, such as along a certain watercourse, a stone wall, an adjoining public road way, or an existing building.",0
Q1797,what does metes and bounds mean,S1797,"The system is often used to define larger pieces of property (e.g. farms), and political subdivisions (e.g. town boundaries) where precise definition is not required or would be far too expensive, or previously designated boundaries can be incorporated into the description.",0
Q1798,what did isaac newton do,S1798,Sir Isaac Newton (25 December 164220 March 1727) was an English physicist and mathematician who is widely regarded as one of the most influential scientists of all time and as a key figure in the scientific revolution .,1
Q1799,what did isaac newton do,S1799,"His book Philosophiæ Naturalis Principia Mathematica (""Mathematical Principles of Natural Philosophy""), first published in 1687, laid the foundations for most of classical mechanics .",0
Q1800,what did isaac newton do,S1800,Newton also made seminal contributions to optics and shares credit with Gottfried Leibniz for the invention of the infinitesimal calculus .,0
Q1801,what did isaac newton do,S1801,Newton's Principia formulated the laws of motion and universal gravitation that dominated scientists' view of the physical universe for the next three centuries.,0
Q1802,what did isaac newton do,S1802,It also demonstrated that the motion of objects on the Earth and that of celestial bodies could be described by the same principles.,0
Q1803,what did isaac newton do,S1803,"By deriving Kepler's laws of planetary motion from his mathematical description of gravity, Newton removed the last doubts about the validity of the heliocentric model of the cosmos.",0
Q1804,what did isaac newton do,S1804,Newton built the first practical reflecting telescope and developed a theory of colour based on the observation that a prism decomposes white light into the many colours of the visible spectrum .,0
Q1805,what did isaac newton do,S1805,He also formulated an empirical law of cooling and studied the speed of sound .,0
Q1806,what did isaac newton do,S1806,"In addition to his work on the calculus, as a mathematician Newton contributed to the study of power series , generalised the binomial theorem to non-integer exponents, and developed Newton's method for approximating the roots of a function .",0
Q1807,what did isaac newton do,S1807,Newton was a fellow of Trinity College and the second Lucasian Professor of Mathematics at the University of Cambridge .,0
Q1808,what did isaac newton do,S1808,"He was a devout but unorthodox Christian and, unusually for a member of the Cambridge faculty, he refused to take holy orders in the Church of England , perhaps because he privately rejected the doctrine of trinitarianism .",0
Q1809,what did isaac newton do,S1809,"In addition to his work on the mathematical sciences, Newton also dedicated much of his time to the study of alchemy and biblical chronology , but most of his work in those areas remained unpublished until long after his death.",0
Q1810,what did isaac newton do,S1810,"In his later life, Newton became president of the Royal Society .",0
Q1811,what did isaac newton do,S1811,He also served the British government as Warden and Master of the Royal Mint .,0
Q1812,what does the universal law of gravitation state,S1812,Prof. Walter Lewin explains Newton's law of gravitation in MIT course 8.01,0
Q1813,what does the universal law of gravitation state,S1813,Satellites and projectiles all obey Newton's law of gravitation,0
Q1814,what does the universal law of gravitation state,S1814,Newton's law of universal gravitation states that every point mass in the universe attracts every other point mass with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.,1
Q1815,what does the universal law of gravitation state,S1815,(Separately it was shown that large spherically symmetrical masses attract and are attracted as if all their mass were concentrated at their centers .),0
Q1816,what does the universal law of gravitation state,S1816,This is a general physical law derived from empirical observations by what Newton called induction .,0
Q1817,what does the universal law of gravitation state,S1817,"It is a part of classical mechanics and was formulated in Newton's work Philosophiæ Naturalis Principia Mathematica (""the Principia""), first published on 5 July 1687.",0
Q1818,what does the universal law of gravitation state,S1818,"(When Newton's book was presented in 1686 to the Royal Society , Robert Hooke made a claim that Newton had obtained the inverse square law from him – see History section below.)",0
Q1819,what does the universal law of gravitation state,S1819,"In modern language, the law states the following:",0
Q1820,what does the universal law of gravitation state,S1820,"Assuming SI units , F is measured in newtons (N), m1 and m2 in kilograms (kg), r in meters (m), and the constant G is approximately equal to .",0
Q1821,what does the universal law of gravitation state,S1821,"The value of the constant G was first accurately determined from the results of the Cavendish experiment conducted by the British scientist Henry Cavendish in 1798, although Cavendish did not himself calculate a numerical value for G.",0
Q1822,what does the universal law of gravitation state,S1822,This experiment was also the first test of Newton's theory of gravitation between masses in the laboratory.,0
Q1823,what does the universal law of gravitation state,S1823,"It took place 111 years after the publication of Newton's Principia and 71 years after Newton's death, so none of Newton's calculations could use the value of G; instead he could only calculate a force relative to another force.",0
Q1824,what does the universal law of gravitation state,S1824,"Newton's law of gravitation resembles Coulomb's law of electrical forces, which is used to calculate the magnitude of electrical force between two charged bodies.",0
Q1825,what does the universal law of gravitation state,S1825,"Both are inverse-square laws , in which force is inversely proportional to the square of the distance between the bodies.",0
Q1826,what does the universal law of gravitation state,S1826,"Coulomb's Law has the product of two charges in place of the product of the masses, and the electrostatic constant in place of the gravitational constant.",0
Q1827,what does the universal law of gravitation state,S1827,"Newton's law has since been superseded by Einstein's theory of general relativity , but it continues to be used as an excellent approximation of the effects of gravity.",0
Q1828,what does the universal law of gravitation state,S1828,"Relativity is required only when there is a need for extreme precision, or when dealing with gravitation for extremely massive and dense objects.",0
